Label,Text
true,"Calça de couro com suéter oversized de lã, mix de texturas"
true,"Camisa jeans com calça jeans de outra lavagem, 'double denim' moderno"
true,"T-shirt branca, blazer preto, jeans reto e mocassim, look parisiense"
true,"Vestido envelope (wrap dress) estampado, versátil para dia e noite"
true,"Calça pantacourt com blusa justa e mule, proporção equilibrada"
true,"Jaqueta puffer (acolchoada) com jeans e tênis, casual de inverno"
true,"Look 'all black' com diferentes texturas (couro, seda, lã), sofisticado"
true,"Camisa de seda com calça de alfaiataria e scarpin, poder corporativo"
true,"Short de alfaiataria com blazer coordenado e sandália, elegante de verão"
true,"Blusa de gola alta preta com jeans de cintura alta, estilo minimalista anos 90"
true,"Saia de paetê com camiseta de algodão básica, equilíbrio high-low"
true,"Casaco 'teddy' (pelúcia) com calça de moletom e tênis, confortável e trendy"
true,"Colete de alfaiataria usado como blusa com calça wide leg"
true,"Vestido slip dress de cetim com tênis branco, casual e sexy"
true,"Conjunto de moletom de cor neutra com sobretudo, athleisure sofisticado"
true,"Macacão jeans (jardineira) com blusa listrada por baixo, casual divertido"
true,"Camisa branca com nó na cintura e saia midi estampada"
false,"Saia de poá (bolinhas) com blusa xadrez e jaqueta listrada, poluição visual"
false,"Terno visivelmente apertado, com botões repuxando, caimento ruim"
false,"Calça jeans 'baggy' tão larga que arrasta no chão, proporção errada"
false,"Sapato social de couro e meias usado com roupa de banho na praia, contexto totalmente errado"
false,"Vestido de seda leve com um colete de trilha utilitário, estilos incompatíveis"
false,"Calça verde limão, blusa laranja choque e tênis rosa, combinação de cores desarmônica"
false,"Look com cinco colares, três pulseiras e cinto chamativo, excesso de acessórios"
false,"Camiseta desbotada e com furos, usada com um blazer caro, desleixo"
false,"Regata de verão por cima de um suéter de lã de gola alta, camadas ilógicas"
false,"Gravata borboleta com camiseta esportiva, mistura incoerente"
false,"Meia social alta (na canela) usada com bermuda e sandália, erro clássico"
false,"Calça de moletom manchada com camisa social para uma reunião, falta de profissionalismo"
false,"Jaqueta de couro usada com calça de pijama em público, desleixo"
false,"Blusa transparente sem sutiã adequado em ambiente de trabalho, inadequado"
false,"Roupas de academia suadas usadas para ir ao shopping, falta de higiene/contexto"
false,"Botas de neve pesadas com vestido de verão leve, climaticamente incoerente"
false,"Calça jeans muito baixa (cintura) com blusa muito curta, proporção desatualizada"
false,"Blusa de paetê brilhante com calça de moletom para entrevista de emprego, contexto errado"
false,"Terno de cor clara (linho) usado em um funeral, código de vestimenta errado"
false,"Chapéu de praia usado em um jantar formal à noite, fora de contexto"
false,"Malha de lã grossa usada por baixo de uma camisa social justa, volume estranho"
false,"Camisa com estampa de palmeiras e bermuda de surf em um casamento, inadequado"
false,"Muitas logos de marcas diferentes ao mesmo tempo (boné, camisa, cinto, tênis), poluição visual"
false,"Sapato social pontudo e brilhante com jeans desbotado, estilos conflitantes"
false,"Gravata com estampa divertida (personagens) em um terno sério para evento formal"
false,"Calça legging estampada colorida com bota de cowboy, mistura confusa"
false,"Cropped top muito curto com saia lápis em ambiente corporativo, inadequado"
false,"Óculos escuros esportivos (de ciclista) usados com terno, mistura bizarra"
false,"Casaco de pele (fake) pesado com shortinho jeans curto, proporção e clima incoerentes"
true,"Gola alta com jeans reto e Coturno, minimalismo elegante"
true,"Sobretudo de lã com saia midi plissada e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça skinny preta e Sandália de tiras, pronto para um evento formal"
true,"Sobretudo de lã com Calça skinny preta e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Calça skinny preta e Bota over-the-knee, visual de verão leve"
true,"Blazer de linho com Saia midi plissada e Tênis chunky, combinação high-low bem executada"
true,"Blazer de linho com Jeans slim e Tênis minimalista branco, pronto para um evento formal"
true,"Gola alta com Jeans slim e Tênis chunky, visual de verão leve"
true,"T-shirt básica com Saia lápis e Tênis minimalista branco, ideal para um passeio no parque"
true,"T-shirt básica com Saia lápis e Tênis chunky, minimalismo elegante"
true,"Jaqueta de couro com Calça de linho e Sandália de tiras, visual de verão leve"
true,"Jaqueta jeans com Saia midi plissada e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça skinny preta e Tênis minimalista branco, pronto para um evento formal"
true,"Blusa ombro a ombro com Saia longa estampada e Alpargatas, pronto para um evento formal"
true,"Blazer de linho com Saia lápis e Salto alto (scarpin), look de inverno chique"
true,"Camisa social de algodão com Calça de linho e Mule, combinação high-low bem executada"
true,"Jaqueta de couro com Jeans slim e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Cardigã com Calça de alfaiataria e Mocassim, minimalismo elegante"
true,"Camisa social de algodão com Jeans slim e Sandália de tiras, combinação high-low bem executada"
true,"Cardigã com Jeans reto e Tênis minimalista branco, combinação high-low bem executada"
true,"Blusa de seda com Saia midi plissada e Bota over-the-knee, perfeito para um jantar elegante"
true,"Gola alta com Jeans slim e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça skinny preta e Coturno, visual de verão leve"
true,"Sobretudo de lã com Calça de alfaiataria e Bota over-the-knee, combinação high-low bem executada"
true,"Suéter de caxemira com Calça skinny preta e Tênis minimalista branco, look de inverno chique"
true,"Jaqueta jeans com Calça skinny preta e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Cropped top com Legging de couro e Tênis chunky, estilo urbano moderno"
true,"Cardigã com Calça wide leg e Tênis minimalista branco, estilo urbano moderno"
true,"Camisa social de algodão com Calça de alfaiataria e Mocassim, visual de verão leve"
true,"Regata de seda com Saia lápis e Bota over-the-knee, visual de verão leve"
true,"T-shirt básica com Calça de alfaiataria e Tênis chunky, combinação high-low bem executada"
true,"Cardigã com Calça de linho e Tênis minimalista branco, look de trabalho sofisticado"
true,"Jaqueta de couro com Calça skinny preta e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Suéter de caxemira com Saia longa estampada e Mocassim, look de inverno chique"
true,"Blusa de seda com Calça de linho e Tênis minimalista branco, estilo urbano moderno"
true,"Jaqueta de couro com Calça de linho e Sandália de tiras, estilo urbano moderno"
true,"Sobretudo de lã com Jeans slim e Sapatilha, confortável e estiloso para o dia a dia"
true,"Jaqueta jeans com Saia midi plissada e Mule, minimalismo elegante"
true,"Blazer de linho com Calça de linho e Mocassim, pronto para um evento formal"
true,"Blusa ombro a ombro com Saia lápis e Coturno, ideal para um passeio no parque"
true,"Regata de seda com Calça de alfaiataria e Sandália de tiras, visual de verão leve"
true,"Jaqueta jeans com Saia lápis e Alpargatas, look de inverno chique"
true,"Blazer de linho com Calça de alfaiataria e Alpargatas, minimalismo elegante"
true,"Jaqueta de couro com Calça skinny preta e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Calça de alfaiataria e Mocassim, visual de verão leve"
true,"Jaqueta jeans com Saia midi plissada e Salto alto (scarpin), pronto para um evento formal"
true,"Jaqueta jeans com Calça de alfaiataria e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Moletom oversized com Calça de linho e Tênis chunky, estilo urbano moderno"
true,"Cardigã com Jeans slim e Bota over-the-knee, pronto para um evento formal"
true,"Gola alta com Saia longa estampada e Alpargatas, confortável e estiloso para o dia a dia"
true,"T-shirt básica com Saia lápis e Sandália de tiras, visual de verão leve"
true,"Blazer de linho com Calça de alfaiataria e Tênis chunky, estilo urbano moderno"
true,"Regata de seda com Calça de linho e Salto alto (scarpin), look de inverno chique"
true,"Sobretudo de lã com Jeans slim e Mocassim, look de trabalho sofisticado"
true,"T-shirt básica com Jeans slim e Mocassim, visual de verão leve"
true,"Cardigã com Calça de alfaiataria e Tênis minimalista branco, pronto para um evento formal"
true,"Suéter de caxemira com Bermuda de sarja e Sapatilha, look de trabalho sofisticado"
true,"Blusa de seda com Saia longa estampada e Bota over-the-knee, pronto para um evento formal"
true,"Sobretudo de lã com Saia midi plissada e Sapatilha, look de inverno chique"
true,"Blusa ombro a ombro com Calça de alfaiataria e Tênis minimalista branco, estilo urbano moderno"
true,"Jaqueta jeans com Calça skinny preta e Bota over-the-knee, visual de verão leve"
true,"Gola alta com Bermuda de sarja e Tênis chunky, ideal para um passeio no parque"
true,"Jaqueta de couro com Calça de alfaiataria e Mule, estilo urbano moderno"
true,"Regata de seda com Bermuda de sarja e Sandália de tiras, combinação high-low bem executada"
true,"T-shirt básica com Jeans slim e Sandália de tiras, look de inverno chique"
true,"Blusa ombro a ombro com Saia lápis e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Gola alta com Calça de alfaiataria e Alpargatas, visual de verão leve"
true,"Jaqueta de couro com Saia longa estampada e Coturno, visual de verão leve"
true,"Blazer de linho com Bermuda de sarja e Sandália de tiras, look de inverno chique"
true,"Regata de seda com Saia longa estampada e Tênis minimalista branco, look de trabalho sofisticado"
True,"Blusa de seda com Saia lápis e Sapatilha, combinação high-low bem executada"
true,"Moletom oversized com Calça skinny preta e Tênis minimalista branco, pronto para um evento formal"
true,"Regata de seda com Calça de alfaiataria e Sapatilha, combinação high-low bem executada"
true,"Suéter de caxemira com Calça skinny preta e Sapatilha, visual de verão leve"
true,"Blazer de linho com Calça de linho e Alpargatas, look de trabalho sofisticado"
true,"Jaqueta jeans com Bermuda de sarja e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Camisa social de algodão com Saia lápis e Tênis minimalista branco, look de inverno chique"
true,"Gola alta com Calça skinny preta e Bota over-the-knee, estilo urbano moderno"
true,"Blusa ombro a ombro com Calça cargo e Alpargatas, minimalismo elegante"
true,"Regata de seda com Calça de linho e Sandália de tiras, ideal para um passeio no parque"
true,"Camisa social de algodão com Jeans reto e Mocassim, look de trabalho sofisticado"
true,"Sobretudo de lã com Jeans reto e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Cardigã com Jeans slim e Coturno, estilo urbano moderno"
true,"Jaqueta jeans com Calça cargo e Bota over-the-knee, pronto para um evento formal"
true,"Blazer de linho com Saia lápis e Mule, visual de verão leve"
true,"T-shirt básica com Calça skinny preta e Mocassim, pronto para um evento formal"
true,"Gola alta com Saia longa estampada e Tênis chunky, visual de verão leve"
true,"Jaqueta jeans com Calça de alfaiataria e Mocassim, visual de verão leve"
true,"Sobretudo de lã com Saia midi plissada e Coturno, visual de verão leve"
true,"Blusa de seda com Saia lápis e Mule, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Calça de alfaiataria e Mule, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Saia midi plissada e Sandália de tiras, look de inverno chique"
true,"T-shirt básica com Bermuda de sarja e Tênis minimalista branco, pronto para um evento formal"
true,"Gola alta com Calça de linho e Mocassim, visual de verão leve"
true,"Cardigã com Calça skinny preta e Sandália de tiras, estilo urbano moderno"
true,"Gola alta com Calça skinny preta e Bota over-the-knee, visual de verão leve"
true,"Gola alta com Calça de alfaiataria e Sandália de tiras, minimalismo elegante"
true,"Sobretudo de lã com Saia midi plissada e Mocassim, look de trabalho sofisticado"
true,"Blusa de seda com Calça de alfaiataria e Sandália de tiras, combinação high-low bem executada"
true,"Camisa social de algodão com Calça de alfaiataria e Sapatilha, look de inverno chique"
true,"Regata de seda com Saia lápis e Coturno, look de trabalho sofisticado"
true,"Gola alta com Saia lápis e Salto alto (scarpin), visual de verão leve"
true,"Gola alta com Calça de alfaiataria e Sandália de tiras, look de trabalho sofisticado"
true,"Jaqueta jeans com Calça de linho e Mule, visual de verão leve"
true,"T-shirt básica com Calça de linho e Tênis minimalista branco, estilo urbano moderno"
true,"Jaqueta de couro com Bermuda de sarja e Salto alto (scarpin), visual de verão leve"
true,"Blazer de linho com Saia lápis e Alpargatas, look de trabalho sofisticado"
true,"Jaqueta jeans com Calça de alfaiataria e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Jaqueta de couro com Calça de alfaiataria e Tênis chunky, look de trabalho sofisticado"
true,"Cardigã com Calça skinny preta e Bota over-the-knee, visual de verão leve"
true,"Blusa de seda com Bermuda de sarja e Sapatilha, look de trabalho sofisticado"
true,"Jaqueta jeans com Calça skinny preta e Tênis chunky, look de trabalho sofisticado"
true,"Camisa social de algodão com Jeans slim e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Cropped top com Saia midi plissada e Tênis chunky, look de inverno chique"
true,"Blazer de linho com Calça de alfaiataria e Tênis minimalista branco, pronto para um evento formal"
true,"Regata de seda com Calça skinny preta e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça skinny preta e Mocassim, minimalismo elegante"
true,"Suéter de caxemira com Calça de alfaiataria e Tênis minimalista branco, look de inverno chique"
true,"T-shirt básica com Jeans slim e Sandália de tiras, look de inverno chique"
true,"Sobretudo de lã com Calça de linho e Salto alto (scarpin), look de inverno chique"
true,"Suéter de caxemira com Bermuda de sarja e Tênis minimalista branco, pronto para um evento formal"
true,"Jaqueta de couro com Calça de linho e Alpargatas, visual de verão leve"
true,"Sobretudo de lã com Jeans reto e Salto alto (scarpin), visual de verão leve"
true,"Sobretudo de lã com Calça de alfaiataria e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Gola alta com Saia lápis e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Jeans slim e Salto alto (scarpin), visual de verão leve"
true,"Cardigã com Calça skinny preta e Tênis chunky, pronto para um evento formal"
true,"Sobretudo de lã com Calça de linho e Bota over-the-knee, visual de verão leve"
true,"Gola alta com Saia midi plissada e Sandália de tiras, visual de verão leve"
true,"Jaqueta de couro com Calça de alfaiataria e Sandália de tiras, look de trabalho sofisticado"
true,"Jaqueta jeans com Saia lápis e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Suéter de caxemira com Calça skinny preta e Tênis minimalista branco, ideal para um passeio no parque"
true,"Blusa de seda com Calça de linho e Salto alto (scarpin), pronto para um evento formal"
true,"Blusa de seda com Bermuda de sarja e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Regata de seda com Calça de alfaiataria e Tênis chunky, look de trabalho sofisticado"
true,"Gola alta com Calça de alfaiataria e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Suéter de caxemira com Calça de alfaiataria e Sandália de tiras, pronto para um evento formal"
true,"Sobretudo de lã com Calça skinny preta e Salto alto (scarpin), visual de verão leve"
true,"Regata de seda com Saia midi plissada e Sapatilha, pronto para um evento formal"
true,"Blazer de linho com Calça de linho e Tênis minimalista branco, estilo urbano moderno"
true,"Suéter de caxemira com Calça de alfaiataria e Coturno, visual de verão leve"
true,"Sobretudo de lã com Saia midi plissada e Sapatilha, estilo urbano moderno"
true,"Jaqueta jeans com Saia midi plissada e Coturno, estilo urbano moderno"
true,"Cardigã com Calça de alfaiataria e Tênis chunky, estilo urbano moderno"
true,"Blusa ombro a ombro com Calça skinny preta e Tênis chunky, minimalismo elegante"
true,"Blazer de linho com Bermuda de sarja e Salto alto (scarpin), look de trabalho sofisticado"
true,"T-shirt básica com Saia lápis e Sapatilha, combinação high-low bem executada"
true,"Camisa social de algodão com Calça de alfaiataria e Mocassim, look de trabalho sofisticado"
true,"Jaqueta jeans com Jeans reto e Mocassim, pronto para um evento formal"
true,"Blusa de seda com Calça de alfaiataria e Bota over-the-knee, visual de verão leve"
true,"T-shirt básica com Calça de linho e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Gola alta com Jeans slim e Tênis chunky, pronto para um evento formal"
true,"Jaqueta de couro com Calça de alfaiataria e Salto alto (scarpin), look de trabalho sofisticado"
true,"Blusa de seda com Saia lápis e Tênis chunky, ideal para um passeio no parque"
true,"Blazer de linho com Saia lápis e Alpargatas, pronto para um evento formal"
true,"Regata de seda com Saia longa estampada e Sandália de tiras, visual de verão leve"
true,"Blusa de seda com Jeans slim e Sandália de tiras, minimalismo elegante"
true,"Jaqueta jeans com Jeans slim e Coturno, confortável e estiloso para o dia a dia"
true,"Cardigã com Calça de linho e Sandália de tiras, pronto para um evento formal"
true,"T-shirt básica com Bermuda de sarja e Sandália de tiras, visual de verão leve"
true,"Cardigã com Calça de alfaiataria e Tênis chunky, pronto para um evento formal"
true,"Camisa social de algodão com Jeans slim e Mocassim, estilo urbano moderno"
true,"T-shirt básica com Calça de alfaiataria e Mocassim, look de trabalho sofisticado"
true,"T-shirt básica com Saia lápis e Alpargatas, look de trabalho sofisticado"
true,"Sobretudo de lã com Saia lápis e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Gola alta com Calça de alfaiataria e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Moletom oversized com Bermuda de sarja e Coturno, combinação high-low bem executada"
true,"Blusa ombro a ombro com Calça de linho e Bota over-the-knee, estilo urbano moderno"
true,"Suéter de caxemira com Calça de alfaiataria e Tênis minimalista branco, pronto para um evento formal"
true,"Jaqueta de couro com Calça de alfaiataria e Coturno, estilo urbano moderno"
true,"T-shirt básica com Saia midi plissada e Tênis chunky, pronto para um evento formal"
true,"Sobretudo de lã com Jeans slim e Tênis chunky, estilo urbano moderno"
true,"Jaqueta de couro com Saia lápis e Tênis minimalista branco, minimalismo elegante"
true,"Jaqueta de couro com Calça cargo e Bota over-the-knee, estilo urbano moderno"
true,"Blusa de seda com Saia midi plissada e Tênis chunky, pronto para um evento formal"
true,"Gola alta com Calça de linho e Tênis minimalista branco, estilo urbano moderno"
true,"Cardigã com Saia midi plissada e Alpargatas, estilo urbano moderno"
true,"Jaqueta jeans com Calça skinny preta e Tênis minimalista branco, pronto para um evento formal"
true,"Blusa ombro a ombro com Bermuda de sarja e Salto alto (scarpin), estilo urbano moderno"
true,"Regata de seda com Calça de alfaiataria e Coturno, confortável e estiloso para o dia a dia"
true,"Regata de seda com Saia lápis e Mule, minimalismo elegante"
true,"T-shirt básica com Saia midi plissada e Tênis minimalista branco, visual de verão leve"
true,"Blusa ombro a ombro com Saia lápis e Sandália de tiras, combinação high-low bem executada"
true,"T-shirt básica com Calça skinny preta e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Regata de seda com Saia lápis e Tênis chunky, look de trabalho sofisticado"
true,"T-shirt básica com Saia midi plissada e Coturno, visual de verão leve"
true,"Gola alta com Calça de alfaiataria e Tênis chunky, look de inverno chique"
true,"Gola alta com Calça de alfaiataria e Bota over-the-knee, visual de verão leve"
true,"Sobretudo de lã com Saia lápis e Tênis minimalista branco, look de trabalho sofisticado"
true,"Jaqueta jeans com Bermuda de sarja e Mocassim, estilo urbano moderno"
true,"Cardigã com Calça de linho e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Jaqueta de couro com Calça de alfaiataria e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Jaqueta jeans com Calça de alfaiataria e Coturno, look de trabalho sofisticado"
true,"Blusa ombro a ombro com Jeans reto e Sandália de tiras, pronto para um evento formal"
true,"Camisa social de algodão com Calça de linho e Sapatilha, look de inverno chique"
true,"Jaqueta de couro com Saia lápis e Mule, visual de verão leve"
true,"Gola alta com Calça de linho e Sapatilha, look de trabalho sofisticado"
true,"Jaqueta jeans com Calça skinny preta e Tênis minimalista branco, estilo urbano moderno"
true,"Regata de seda com Calça skinny preta e Bota over-the-knee, visual de verão leve"
true,"Blusa de seda com Calça skinny preta e Tênis chunky, look de inverno chique"
true,"Sobretudo de lã com Saia lápis e Coturno, visual de verão leve"
true,"Cardigã com Calça de linho e Tênis minimalista branco, combinação high-low bem executada"
true,"Regata de seda com Saia midi plissada e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Saia midi plissada e Salto alto (scarpin), estilo urbano moderno"
true,"Jaqueta jeans com Jeans reto e Coturno, estilo urbano moderno"
true,"Jaqueta de couro com Calça de alfaiataria e Mocassim, minimalismo elegante"
true,"Regata de seda com Jeans reto e Salto alto (scarpin), estilo urbano moderno"
true,"Gola alta com Saia midi plissada e Sandália de tiras, minimalismo elegante"
true,"T-shirt básica com Jeans reto e Tênis chunky, combinação high-low bem executada"
true,"Regata de seda com Calça skinny preta e Tênis chunky, combinação high-low bem executada"
true,"Gola alta com Jeans reto e Salto alto (scarpin), look de trabalho sofisticado"
true,"Camisa social de algodão com Calça de alfaiataria e Mocassim, minimalismo elegante"
true,"Jaqueta de couro com Calça de alfaiataria e Salto alto (scarpin), minimalismo elegante"
true,"Camisa social de algodão com Saia midi plissada e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"T-shirt básica com Calça de linho e Tênis minimalista branco, minimalismo elegante"
true,"Cardigã com Saia midi plissada e Tênis chunky, pronto para um evento formal"
true,"Gola alta com Calça de alfaiataria e Sandália de tiras, combinação high-low bem executada"
true,"Suéter de caxemira com Calça de linho e Tênis chunky, estilo urbano moderno"
true,"Blusa de seda com Saia lápis e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Calça skinny preta e Bota over-the-knee, confortável e estiloso para o dia a dia"
true,"Regata de seda com Jeans slim e Bota over-the-knee, pronto para um evento formal"
true,"Gola alta com Calça de linho e Alpargatas, confortável e estiloso para o dia a dia"
true,"Jaqueta de couro com Calça skinny preta e Tênis chunky, combinação high-low bem executada"
true,"T-shirt básica com Saia lápis e Tênis minimalista branco, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Calça skinny preta e Bota over-the-knee, look de trabalho sofisticado"
true,"Jaqueta de couro com Saia lápis e Bota over-the-knee, look de trabalho sofisticado"
true,"Regata de seda com Jeans slim e Tênis chunky, look de inverno chique"
true,"Regata de seda com Jeans slim e Bota over-the-knee, minimalismo elegante"
true,"Jaqueta de couro com Calça de alfaiataria e Salto alto (scarpin), combinação high-low bem executada"
true,"T-shirt básica com Jeans slim e Tênis minimalista branco, estilo urbano moderno"
true,"T-shirt básica com Calça skinny preta e Mocassim, pronto para um evento formal"
true,"Suéter de caxemira com Calça skinny preta e Mocassim, look de trabalho sofisticado"
true,"Suéter de caxemira com Calça de alfaiataria e Bota over-the-knee, look de inverno chique"
true,"Cardigã com Calça de alfaiataria e Mocassim, combinação high-low bem executada"
true,"Camisa social de algodão com Calça de alfaiataria e Tênis minimalista branco, visual de verão leve"
true,"T-shirt básica com Calça skinny preta e Tênis chunky, look de trabalho sofisticado"
true,"Gola alta com Saia lápis e Mocassim, look de trabalho sofisticado"
true,"Sobretudo de lã com Calça de alfaiataria e Salto alto (scarpin), look de inverno chique"
true,"Regata de seda com Calça de alfaiataria e Sandália de tiras, look de inverno chique"
true,"Jaqueta de couro com Calça skinny preta e Tênis chunky, pronto para um evento formal"
true,"T-shirt básica com Calça de linho e Sapatilha, combinação high-low bem executada"
true,"T-shirt básica com Calça de alfaiataria e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Jaqueta jeans com Saia midi plissada e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Gaola alta com Calça de alfaiataria e Tênis chunky, estilo urbano moderno"
true,"Blusa ombro a ombro com Calça skinny preta e Bota over-the-knee, combinação high-low bem executada"
true,"Blusa de seda com Saia lápis e Mule, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Calça de linho e Mocassim, confortável e estiloso para o dia a dia"
true,"Cardigã com Calça de linho e Sapatilha, look de trabalho sofisticado"
true,"Sobretudo de lã com Calça skinny preta e Mocassim, confortável e estiloso para o dia a dia"
true,"Blusa ombro a ombro com Calça skinny preta e Sandália de tiras, confortável e estiloso para o dia a dia"
true,"Blusa de seda com Calça de alfaiataria e Tênis chunky, estilo urbano moderno"
true,"Jaqueta de couro com Saia midi plissada e Tênis chunky, look de trabalho sofisticado"
true,"Regata de seda com Jeans reto e Tênis chunky, estilo urbano moderno"
true,"Sobretudo de lã com Jeans slim e Sandália de tiras, look de trabalho sofisticado"
true,"Gola alta com Calça skinny preta e Sandália de tiras, combinação high-low bem executada"
true,"Blazer de linho com Calça de linho e Bota over-the-knee, visual de verão leve"
true,"Blusa ombro a ombro com Saia lápis e Tênis minimalista branco, visual de verão leve"
true,"Regata de seda com Calça de linho e Salto alto (scarpin), confortável e estiloso para o dia a dia"
true,"Blazer de linho com Saia lápis e Sapatilha, confortável e estiloso para o dia a dia"
true,"Jaqueta jeans com Saia midi plissada e Sandália de tiras, minimalismo elegante"
true,"Jaqueta de couro com Calça skinny preta e Sandália de tiras, combinação high-low bem executada"
true,"Gola alta com Calça skinny preta e Salto alto (scarpin), estilo urbano moderno"
true,"Sobretudo de lã com Calça skinny preta e Tênis chunky, look de inverno chique"
true,"T-shirt básica com Saia lápis e Tênis chunky, confortável e estiloso para o dia a dia"
true,"Sobretudo de lã com Saia lápis e Tênis minimalista branco, pronto para um evento formal"
